Ride_ID,City,Date,Hour,Pickup_Zone,Drop_Zone,Ride_Distance_km,Estimated_Fare,Surge_Multiplier,EV_Battery_%,Driver_Available,Charging_Station_Nearby,Weather,Ride_Status,Cancellation_By
1257,Hyderabad,2025-02-22,17,1,4,17.5,737.78,1.5,84,Yes,Yes,Clear,Completed,
1258,Bengaluru,2025-02-22,12,3,10,12.01,643.38,1.2,83,Yes,No,Clear,Completed,
1259,Bengaluru,2025-02-22,22,2,5,5.51,371.49,1.0,61,Yes,Yes,Clear,Completed,
1260,Bengaluru,2025-02-22,0,2,5,24.46,592.01,1.5,28,Yes,No,Clear,Completed,
1261,Delhi,2025-02-22,15,9,9,4.52,193.79,2.0,82,Yes,Yes,Rain,Completed,
1262,Bengaluru,2025-02-22,3,5,7,11.45,482.89,2.0,56,Yes,Yes,Clear,Completed,
1263,Bengaluru,2025-02-22,16,4,10,24.95,333.81,2.0,83,Yes,No,Clear,Cancelled,Driver
1264,Bengaluru,2025-02-22,15,8,5,5.26,570.88,1.2,21,Yes,Yes,Clear,Completed,
1265,Delhi,2025-02-22,22,10,4,15.25,177.13,2.0,42,Yes,Yes,Clear,Completed,
1266,Bengaluru,2025-02-22,10,10,4,23.93,204.05,1.5,87,Yes,No,Clear,Completed,
1267,Delhi,2025-02-22,3,7,1,9.38,214.09,1.2,64,No,Yes,Clear,Cancelled,Rider
1268,Bengaluru,2025-02-22,12,1,2,7.7,140.82,1.5,25,Yes,Yes,Clear,Completed,
1269,Bengaluru,2025-02-22,8,6,5,2.25,579.83,2.0,95,Yes,No,Clear,Completed,
1270,Hyderabad,2025-02-22,12,8,4,2.68,799.2,1.0,46,No,No,Clear,Cancelled,Rider
1271,Hyderabad,2025-02-22,13,7,1,23.36,715.82,1.5,76,Yes,No,Clear,Completed,
1272,Delhi,2025-02-22,14,9,2,12.43,415.04,2.0,56,Yes,Yes,Clear,Completed,
1273,Bengaluru,2025-02-23,16,8,8,7.96,709.39,1.5,79,Yes,Yes,Clear,Completed,
1274,Bengaluru,2025-02-23,13,3,8,4.48,443.23,1.0,41,Yes,Yes,Clear,Completed,
1275,Delhi,2025-02-23,21,1,8,19.1,439.55,1.5,73,Yes,No,Rain,Completed,
1276,Mumbai,2025-02-23,0,10,4,20.12,183.63,1.5,26,Yes,No,Clear,Completed,
1277,Mumbai,2025-02-23,12,1,3,24.12,477.39,1.5,22,Yes,Yes,Clear,Completed,
1278,Mumbai,2025-02-23,10,9,5,7.65,583.27,1.5,40,No,No,Rain,Cancelled,Driver
1279,Mumbai,2025-02-23,12,8,7,11.0,312.45,1.0,26,Yes,Yes,Rain,Cancelled,Rider
1280,Mumbai,2025-02-23,13,4,1,2.3,128.75,1.5,49,Yes,Yes,Clear,Completed,
1281,Delhi,2025-02-23,16,6,8,4.02,120.04,1.0,65,Yes,Yes,Heavy Rain,Cancelled,Rider
1282,Hyderabad,2025-02-23,17,7,8,7.25,776.29,1.0,97,Yes,Yes,Clear,Completed,
1283,Delhi,2025-02-23,15,5,2,2.13,298.57,1.0,79,Yes,No,Rain,Completed,
1284,Bengaluru,2025-02-23,23,10,8,24.9,724.86,1.0,55,Yes,No,Rain,Cancelled,Driver
1285,Mumbai,2025-02-23,7,10,1,13.08,382.31,1.0,67,No,Yes,Rain,Cancelled,Rider
1286,Bengaluru,2025-02-23,20,8,2,20.82,339.76,1.2,17,Yes,Yes,Clear,Cancelled,Driver
1287,Delhi,2025-02-23,4,3,6,12.8,702.19,2.0,29,No,Yes,Clear,Cancelled,System
1288,Hyderabad,2025-02-23,7,7,9,2.54,223.91,2.0,20,Yes,Yes,Clear,Cancelled,Driver
1289,Hyderabad,2025-02-23,22,4,7,13.15,476.65,1.5,15,Yes,Yes,Clear,Cancelled,Rider
1290,Bengaluru,2025-02-23,5,10,10,15.32,383.18,2.0,43,Yes,Yes,Rain,Completed,
1291,Delhi,2025-02-23,19,3,9,18.11,780.34,1.0,43,No,Yes,Clear,Cancelled,System
1292,Bengaluru,2025-02-23,19,7,6,17.89,537.0,1.2,88,Yes,Yes,Clear,Completed,
1293,Hyderabad,2025-02-23,11,3,8,17.22,609.72,1.0,99,No,Yes,Clear,Cancelled,Rider
1294,Bengaluru,2025-02-23,8,6,10,6.04,177.76,1.5,47,Yes,Yes,Clear,Completed,
1295,Mumbai,2025-02-23,19,2,3,9.48,375.9,1.5,99,Yes,Yes,Clear,Completed,
1296,Hyderabad,2025-02-23,21,4,10,11.69,388.48,2.0,78,No,No,Rain,Cancelled,Driver
1297,Mumbai,2025-02-24,14,4,4,15.06,134.4,2.0,99,No,Yes,Clear,Cancelled,Driver
1298,Delhi,2025-02-24,13,2,5,24.51,653.58,1.5,68,Yes,No,Rain,Completed,
1299,Delhi,2025-02-24,10,5,8,5.39,759.03,1.2,76,No,Yes,Rain,Cancelled,Driver
1300,Hyderabad,2025-02-24,21,1,5,18.94,657.64,2.0,48,Yes,Yes,Rain,Completed,
1301,Mumbai,2025-02-24,20,10,2,11.66,602.63,2.0,93,Yes,Yes,Clear,Completed,
1302,Bengaluru,2025-02-24,5,7,6,20.17,346.1,1.0,54,Yes,No,Clear,Completed,
1303,Hyderabad,2025-02-24,15,7,8,7.48,329.9,1.0,80,Yes,Yes,Clear,Completed,
1304,Mumbai,2025-02-24,18,2,2,15.81,166.8,1.2,66,Yes,No,Clear,Completed,
1305,Delhi,2025-02-24,17,5,9,12.71,213.51,2.0,54,Yes,Yes,Clear,Completed,
1306,Mumbai,2025-02-24,15,7,10,23.9,238.34,1.5,32,Yes,No,Heavy Rain,Completed,
1307,Hyderabad,2025-02-24,23,7,2,5.93,506.26,2.0,81,No,No,Heavy Rain,Cancelled,Driver
1308,Hyderabad,2025-02-24,8,4,5,22.57,310.71,1.2,81,No,No,Clear,Cancelled,System
1309,Mumbai,2025-02-24,23,4,8,4.25,446.83,1.0,45,Yes,Yes,Rain,Completed,
1310,Mumbai,2025-02-24,2,9,3,23.2,128.6,1.2,53,Yes,Yes,Clear,Completed,
1311,Bengaluru,2025-02-24,5,1,7,12.55,666.37,1.2,43,Yes,No,Rain,Completed,
1312,Mumbai,2025-02-24,8,3,5,16.64,121.37,1.0,38,Yes,Yes,Rain,Completed,
1313,Delhi,2025-02-24,15,7,4,7.83,601.16,2.0,96,Yes,Yes,Clear,Completed,
1314,Hyderabad,2025-02-24,13,1,3,24.05,216.13,1.5,48,Yes,Yes,Rain,Completed,
1315,Bengaluru,2025-02-24,6,8,9,24.19,274.39,1.0,82,Yes,No,Clear,Completed,
1316,Mumbai,2025-02-24,22,10,2,8.16,205.95,1.0,69,Yes,No,Heavy Rain,Completed,
1317,Mumbai,2025-02-24,7,10,6,21.6,321.11,2.0,76,Yes,No,Rain,Completed,
1318,Hyderabad,2025-02-24,22,10,5,10.57,708.83,1.0,57,Yes,Yes,Clear,Completed,
1319,Hyderabad,2025-02-24,14,7,9,23.19,586.09,1.0,74,Yes,Yes,Clear,Completed,
1320,Mumbai,2025-02-24,16,3,2,5.4,319.59,1.5,48,Yes,Yes,Rain,Completed,
1321,Bengaluru,2025-02-25,5,5,10,19.99,723.5,1.0,29,Yes,Yes,Clear,Completed,
1322,Delhi,2025-02-25,7,5,9,6.43,204.64,2.0,90,Yes,No,Rain,Completed,
1323,Delhi,2025-02-25,23,8,10,10.9,326.67,1.2,40,Yes,Yes,Clear,Completed,
1324,Delhi,2025-02-25,18,9,7,21.05,375.51,2.0,40,Yes,No,Clear,Cancelled,Rider
1325,Mumbai,2025-02-25,12,5,9,3.79,184.64,1.5,85,Yes,No,Heavy Rain,Completed,
1326,Delhi,2025-02-25,7,2,1,8.99,211.31,1.5,74,Yes,Yes,Rain,Completed,
1327,Bengaluru,2025-02-25,14,9,7,23.35,245.51,1.2,77,Yes,Yes,Heavy Rain,Completed,
1328,Mumbai,2025-02-25,18,8,4,18.29,683.28,2.0,19,Yes,Yes,Clear,Cancelled,Driver
1329,Delhi,2025-02-25,19,2,10,11.48,199.06,1.2,22,Yes,Yes,Clear,Cancelled,Rider
1330,Mumbai,2025-02-25,1,4,9,3.34,747.4,1.5,65,Yes,No,Clear,Completed,
1331,Hyderabad,2025-02-25,7,9,8,7.45,518.63,2.0,98,Yes,Yes,Clear,Cancelled,Rider
1332,Mumbai,2025-02-25,2,1,8,2.28,342.54,1.2,47,Yes,Yes,Clear,Completed,
1333,Bengaluru,2025-02-25,7,1,9,15.74,190.01,1.0,26,Yes,No,Clear,Completed,
1334,Delhi,2025-02-25,18,1,7,19.96,777.05,1.2,35,Yes,Yes,Clear,Completed,
1335,Delhi,2025-02-25,1,3,4,8.55,682.26,2.0,88,Yes,No,Clear,Completed,
1336,Hyderabad,2025-02-25,2,6,2,4.01,543.55,1.5,51,Yes,Yes,Clear,Completed,
1337,Mumbai,2025-02-25,6,1,2,15.38,769.82,1.5,70,Yes,Yes,Rain,Completed,
1338,Delhi,2025-02-25,10,4,1,23.14,299.01,1.2,34,Yes,Yes,Rain,Completed,
1339,Mumbai,2025-02-25,16,2,6,9.58,347.29,1.2,97,Yes,Yes,Clear,Completed,
1340,Bengaluru,2025-02-25,16,2,4,22.59,253.39,1.2,72,Yes,No,Clear,Cancelled,Rider
1341,Delhi,2025-02-25,19,2,8,4.55,566.24,1.5,75,Yes,Yes,Clear,Completed,
1342,Hyderabad,2025-02-25,6,8,7,21.61,155.38,1.2,92,Yes,No,Clear,Completed,
1343,Hyderabad,2025-02-25,14,8,3,14.29,774.47,1.5,78,Yes,No,Clear,Completed,
1344,Bengaluru,2025-02-25,21,10,8,15.89,219.26,1.5,88,Yes,Yes,Clear,Completed,
1345,Hyderabad,2025-02-26,18,10,9,14.62,538.15,2.0,39,Yes,No,Clear,Completed,
1346,Delhi,2025-02-26,12,10,6,12.96,388.85,1.0,42,Yes,Yes,Clear,Completed,
1347,Bengaluru,2025-02-26,8,10,3,3.14,568.18,2.0,41,Yes,No,Heavy Rain,Cancelled,Rider
1348,Bengaluru,2025-02-26,11,2,3,5.62,183.96,1.2,22,Yes,Yes,Clear,Completed,
1349,Delhi,2025-02-26,7,1,8,5.54,245.99,1.5,20,Yes,No,Clear,Cancelled,Driver
1350,Hyderabad,2025-02-26,23,10,2,2.65,123.39,2.0,90,Yes,No,Rain,Completed,
1351,Bengaluru,2025-02-26,6,9,2,16.12,332.11,1.2,88,No,Yes,Clear,Cancelled,Driver
1352,Hyderabad,2025-02-26,1,3,8,23.93,513.9,2.0,94,Yes,Yes,Clear,Completed,
1353,Delhi,2025-02-26,0,3,7,8.27,596.26,1.5,84,Yes,Yes,Rain,Completed,
1354,Delhi,2025-02-26,18,6,2,2.07,566.13,1.0,51,Yes,Yes,Heavy Rain,Completed,
1355,Delhi,2025-02-26,17,9,7,19.28,579.39,1.2,18,Yes,Yes,Rain,Cancelled,Driver
1356,Hyderabad,2025-02-26,11,4,9,8.31,282.62,2.0,93,Yes,No,Clear,Cancelled,Driver
1357,Bengaluru,2025-02-26,10,4,7,17.39,718.05,1.5,44,Yes,Yes,Clear,Completed,
1358,Mumbai,2025-02-26,9,8,7,23.82,445.32,2.0,21,Yes,No,Clear,Completed,
1359,Delhi,2025-02-26,3,3,2,14.6,540.87,2.0,48,Yes,No,Rain,Completed,
1360,Mumbai,2025-02-26,7,7,10,13.52,243.92,1.5,86,Yes,No,Rain,Completed,
1361,Mumbai,2025-02-26,10,5,2,22.4,485.67,1.0,21,Yes,No,Rain,Completed,
1362,Hyderabad,2025-02-26,19,1,10,16.0,160.06,2.0,21,Yes,Yes,Clear,Completed,
1363,Hyderabad,2025-02-26,15,9,5,24.4,154.7,1.0,64,Yes,Yes,Clear,Completed,
1364,Mumbai,2025-02-26,15,7,4,10.41,774.71,2.0,93,Yes,Yes,Clear,Cancelled,Driver
1365,Hyderabad,2025-02-26,9,10,6,23.76,442.49,2.0,74,Yes,Yes,Clear,Completed,
1366,Bengaluru,2025-02-26,4,7,7,19.08,684.68,1.5,73,Yes,No,Heavy Rain,Cancelled,Rider
1367,Mumbai,2025-02-26,17,9,7,16.5,164.82,1.0,18,Yes,Yes,Rain,Cancelled,Driver
1368,Hyderabad,2025-02-26,7,10,8,12.95,509.24,2.0,41,Yes,Yes,Clear,Cancelled,System
1369,Mumbai,2025-02-27,1,7,5,17.22,164.2,1.2,63,Yes,No,Clear,Completed,
1370,Mumbai,2025-02-27,8,7,2,24.76,213.83,1.2,93,Yes,No,Clear,Completed,
1371,Bengaluru,2025-02-27,21,4,5,2.32,251.45,2.0,47,Yes,No,Clear,Completed,
1372,Hyderabad,2025-02-27,15,6,3,16.55,673.94,1.5,84,Yes,Yes,Clear,Completed,
1373,Delhi,2025-02-27,20,10,2,22.34,612.19,1.0,72,Yes,Yes,Clear,Cancelled,Rider
1374,Delhi,2025-02-27,20,10,8,6.39,176.01,1.5,50,Yes,No,Clear,Completed,
1375,Mumbai,2025-02-27,10,6,3,21.2,722.57,2.0,64,Yes,No,Clear,Completed,
1376,Bengaluru,2025-02-27,19,6,8,23.68,326.36,1.0,82,Yes,Yes,Heavy Rain,Completed,
1377,Delhi,2025-02-27,4,7,5,16.03,401.86,1.2,18,Yes,No,Clear,Cancelled,Rider
1378,Delhi,2025-02-27,15,1,8,22.83,234.52,2.0,36,No,Yes,Clear,Cancelled,System
1379,Hyderabad,2025-02-27,5,6,3,5.46,551.81,1.5,79,Yes,Yes,Clear,Completed,
1380,Bengaluru,2025-02-27,12,9,7,2.53,239.12,1.0,97,Yes,Yes,Clear,Completed,
1381,Hyderabad,2025-02-27,21,8,3,15.23,776.41,1.5,46,Yes,Yes,Clear,Completed,
1382,Bengaluru,2025-02-27,2,3,5,14.48,221.59,1.5,80,Yes,No,Clear,Completed,
1383,Delhi,2025-02-27,14,4,5,21.18,326.04,1.5,38,No,Yes,Rain,Cancelled,Rider
1384,Mumbai,2025-02-27,6,1,6,16.54,173.27,2.0,25,Yes,Yes,Clear,Completed,
1385,Delhi,2025-02-27,6,9,7,2.53,128.36,1.0,17,Yes,Yes,Rain,Cancelled,System
1386,Bengaluru,2025-02-27,5,5,8,3.75,541.84,1.2,90,Yes,No,Rain,Completed,
1387,Hyderabad,2025-02-27,11,10,5,11.04,497.1,1.5,19,Yes,Yes,Rain,Cancelled,Rider
1388,Hyderabad,2025-02-27,0,5,9,9.9,561.01,2.0,35,Yes,Yes,Rain,Completed,
1389,Mumbai,2025-02-27,11,5,1,23.43,431.84,1.2,84,Yes,Yes,Heavy Rain,Completed,
1390,Hyderabad,2025-02-27,4,6,1,20.05,155.93,1.0,97,Yes,Yes,Clear,Cancelled,Rider
1391,Delhi,2025-02-27,23,5,1,24.78,584.61,1.0,65,Yes,Yes,Rain,Completed,
1392,Bengaluru,2025-02-27,11,9,3,17.5,554.3,1.5,74,No,Yes,Clear,Cancelled,Rider
1393,Hyderabad,2025-02-28,14,1,6,8.82,514.45,2.0,56,Yes,Yes,Heavy Rain,Cancelled,Driver
1394,Bengaluru,2025-02-28,7,10,5,6.82,196.21,1.5,68,Yes,Yes,Clear,Completed,
1395,Hyderabad,2025-02-28,17,3,10,11.99,268.55,2.0,93,Yes,No,Clear,Completed,
1396,Hyderabad,2025-02-28,16,7,6,3.32,514.54,1.5,49,Yes,Yes,Heavy Rain,Completed,
1397,Bengaluru,2025-02-28,16,10,2,12.63,576.3,1.0,59,Yes,No,Clear,Completed,
1398,Delhi,2025-02-28,20,2,9,22.73,456.66,2.0,82,Yes,No,Clear,Completed,
1399,Bengaluru,2025-02-28,22,7,8,23.34,408.99,1.2,88,Yes,No,Clear,Completed,
1400,Mumbai,2025-02-28,6,5,10,19.79,705.48,1.2,99,Yes,No,Rain,Completed,
1401,Bengaluru,2025-02-28,21,8,10,3.36,770.6,1.2,61,Yes,Yes,Clear,Completed,
1402,Hyderabad,2025-02-28,3,2,1,5.48,302.09,1.2,35,Yes,Yes,Rain,Completed,
1403,Bengaluru,2025-02-28,20,2,5,14.85,247.15,1.2,48,Yes,No,Clear,Completed,
1404,Mumbai,2025-02-28,2,5,2,7.92,790.24,1.5,95,Yes,Yes,Rain,Completed,
1405,Delhi,2025-02-28,23,8,3,12.11,171.05,1.0,17,Yes,Yes,Rain,Cancelled,System
1406,Hyderabad,2025-02-28,4,1,8,13.96,146.23,2.0,30,Yes,Yes,Heavy Rain,Completed,
1407,Mumbai,2025-02-28,21,9,9,6.28,520.82,1.0,60,Yes,Yes,Clear,Completed,
1408,Mumbai,2025-02-28,15,10,1,19.18,577.87,1.5,37,Yes,Yes,Clear,Completed,
1409,Hyderabad,2025-02-28,20,8,10,11.34,435.26,1.5,59,Yes,Yes,Rain,Completed,
1410,Mumbai,2025-02-28,12,2,9,22.02,474.83,1.0,38,Yes,No,Clear,Completed,
1411,Delhi,2025-02-28,19,10,1,21.98,283.15,1.5,52,No,No,Heavy Rain,Cancelled,Driver
1412,Delhi,2025-02-28,3,10,1,15.56,284.12,1.5,41,Yes,No,Clear,Completed,
1413,Bengaluru,2025-02-28,10,2,1,3.72,527.7,1.2,17,Yes,Yes,Clear,Cancelled,Driver
1414,Delhi,2025-02-28,16,1,4,16.91,698.12,2.0,38,Yes,Yes,Clear,Completed,
1415,Delhi,2025-02-28,9,3,6,10.54,175.15,1.2,37,Yes,No,Rain,Completed,
1416,Mumbai,2025-02-28,2,9,3,7.06,333.44,1.0,81,Yes,Yes,Clear,Completed,
1417,Bengaluru,2025-03-01,3,10,6,13.63,333.13,1.0,33,Yes,Yes,Clear,Completed,
1418,Delhi,2025-03-01,15,2,6,2.88,286.43,1.2,36,Yes,No,Rain,Completed,
1419,Mumbai,2025-03-01,0,9,1,3.81,588.58,2.0,42,Yes,No,Clear,Completed,
1420,Delhi,2025-03-01,9,3,3,7.12,249.07,2.0,85,Yes,No,Clear,Completed,
1421,Delhi,2025-03-01,18,4,8,23.29,541.18,1.5,39,Yes,No,Clear,Completed,
1422,Hyderabad,2025-03-01,6,3,3,3.75,527.77,2.0,73,Yes,Yes,Clear,Cancelled,System
1423,Mumbai,2025-03-01,8,4,4,17.87,250.26,1.0,25,Yes,Yes,Rain,Completed,
1424,Mumbai,2025-03-01,18,3,2,14.77,298.57,1.5,84,No,No,Rain,Cancelled,Rider
1425,Mumbai,2025-03-01,3,6,1,16.02,552.91,1.2,76,Yes,Yes,Heavy Rain,Completed,
1426,Bengaluru,2025-03-01,1,5,10,19.33,510.85,2.0,83,Yes,Yes,Clear,Completed,
1427,Bengaluru,2025-03-01,22,9,2,6.98,206.83,1.5,37,No,No,Clear,Cancelled,Rider
1428,Bengaluru,2025-03-01,7,3,9,7.18,315.46,1.0,81,Yes,Yes,Rain,Cancelled,Driver
1429,Hyderabad,2025-03-01,11,1,9,21.94,338.47,1.2,84,Yes,Yes,Clear,Completed,
1430,Mumbai,2025-03-01,12,10,8,6.74,514.58,1.0,44,Yes,Yes,Rain,Completed,
1431,Hyderabad,2025-03-01,23,9,3,4.81,218.28,1.5,63,Yes,Yes,Clear,Completed,
1432,Bengaluru,2025-03-01,21,2,6,16.01,476.9,1.5,28,Yes,No,Clear,Completed,
1433,Bengaluru,2025-03-01,4,8,5,4.92,433.64,1.5,73,Yes,No,Clear,Completed,
1434,Delhi,2025-03-01,12,1,10,11.47,666.55,1.2,30,Yes,Yes,Clear,Completed,
1435,Delhi,2025-03-01,2,7,4,2.9,740.66,1.2,57,Yes,No,Clear,Completed,
1436,Mumbai,2025-03-01,11,8,7,4.72,543.37,1.0,18,Yes,No,Rain,Cancelled,Rider
1437,Bengaluru,2025-03-01,9,7,7,9.13,567.09,1.2,82,Yes,Yes,Rain,Completed,
1438,Mumbai,2025-03-01,3,4,2,14.18,182.39,1.2,37,Yes,Yes,Clear,Completed,
1439,Bengaluru,2025-03-01,10,7,9,17.99,360.3,1.0,81,Yes,No,Rain,Completed,
1440,Mumbai,2025-03-01,21,3,2,15.2,244.88,1.5,69,Yes,No,Rain,Cancelled,Rider
1441,Bengaluru,2025-03-02,13,7,4,13.92,136.64,1.0,38,Yes,No,Clear,Completed,
1442,Bengaluru,2025-03-02,12,7,8,19.67,244.31,1.2,49,Yes,Yes,Clear,Completed,
1443,Bengaluru,2025-03-02,5,5,8,2.54,549.49,1.2,68,Yes,No,Rain,Completed,
1444,Mumbai,2025-03-02,17,6,9,3.33,763.55,2.0,71,Yes,No,Clear,Completed,
1445,Mumbai,2025-03-02,11,8,7,12.94,748.91,1.5,74,Yes,No,Clear,Completed,
1446,Hyderabad,2025-03-02,17,6,9,11.29,427.81,1.5,88,Yes,No,Clear,Completed,
1447,Bengaluru,2025-03-02,22,1,9,10.85,561.81,1.5,41,Yes,Yes,Rain,Completed,
1448,Hyderabad,2025-03-02,6,1,2,7.55,580.54,2.0,29,Yes,No,Clear,Cancelled,Driver
1449,Mumbai,2025-03-02,12,3,4,16.21,641.27,1.0,25,Yes,Yes,Clear,Cancelled,Driver
1450,Bengaluru,2025-03-02,1,9,8,13.58,303.08,1.2,40,Yes,Yes,Clear,Completed,
1451,Hyderabad,2025-03-02,7,8,3,9.36,187.61,1.0,35,Yes,No,Heavy Rain,Completed,
1452,Hyderabad,2025-03-02,5,9,8,19.23,475.21,1.5,16,Yes,Yes,Clear,Cancelled,Driver
1453,Hyderabad,2025-03-02,23,9,3,13.23,178.44,1.0,86,Yes,Yes,Clear,Cancelled,Rider
1454,Bengaluru,2025-03-02,7,9,2,16.58,748.19,2.0,82,Yes,No,Clear,Completed,
1455,Mumbai,2025-03-02,7,8,7,9.15,230.86,2.0,91,Yes,No,Heavy Rain,Completed,
1456,Hyderabad,2025-03-02,7,3,8,14.5,437.47,1.5,38,No,Yes,Clear,Cancelled,System
1457,Mumbai,2025-03-02,17,3,3,11.69,775.8,2.0,50,Yes,Yes,Clear,Completed,
1458,Delhi,2025-03-02,4,5,4,2.65,440.1,1.5,46,Yes,Yes,Rain,Completed,
1459,Bengaluru,2025-03-02,23,9,4,3.34,133.26,1.0,57,Yes,Yes,Clear,Completed,
1460,Bengaluru,2025-03-02,19,8,3,4.81,578.09,1.5,23,Yes,Yes,Clear,Completed,
1461,Mumbai,2025-03-02,11,1,2,16.1,625.75,2.0,68,Yes,No,Rain,Completed,
1462,Delhi,2025-03-02,7,7,7,14.58,218.28,1.2,79,Yes,Yes,Heavy Rain,Cancelled,System
1463,Mumbai,2025-03-02,5,7,7,21.31,620.64,1.0,56,Yes,No,Clear,Cancelled,Driver
1464,Bengaluru,2025-03-02,12,5,6,2.19,656.64,1.5,26,Yes,Yes,Rain,Completed,
1465,Hyderabad,2025-03-03,10,4,2,5.29,228.16,2.0,37,Yes,Yes,Clear,Completed,
1466,Hyderabad,2025-03-03,10,7,2,5.99,215.57,1.2,97,Yes,Yes,Clear,Completed,
1467,Delhi,2025-03-03,13,3,8,2.71,314.12,1.5,30,Yes,Yes,Clear,Completed,
1468,Bengaluru,2025-03-03,16,2,7,14.25,469.79,1.5,56,Yes,No,Clear,Completed,
1469,Mumbai,2025-03-03,15,9,9,24.01,683.77,2.0,77,No,Yes,Clear,Cancelled,System
1470,Mumbai,2025-03-03,13,10,10,17.25,120.12,1.0,67,Yes,Yes,Rain,Completed,
1471,Hyderabad,2025-03-03,5,2,8,19.99,482.14,1.0,15,Yes,No,Clear,Cancelled,System
1472,Bengaluru,2025-03-03,23,10,10,8.3,165.72,2.0,59,Yes,No,Clear,Completed,
1473,Hyderabad,2025-03-03,23,2,7,7.86,543.39,1.5,29,No,Yes,Rain,Cancelled,Driver
1474,Hyderabad,2025-03-03,23,2,10,19.22,788.72,1.2,83,Yes,Yes,Clear,Cancelled,System
1475,Mumbai,2025-03-03,20,9,4,7.45,149.63,2.0,36,Yes,Yes,Clear,Cancelled,Rider
1476,Hyderabad,2025-03-03,0,6,10,17.85,739.75,2.0,92,Yes,No,Clear,Completed,
1477,Delhi,2025-03-03,21,10,9,22.8,544.68,2.0,47,Yes,No,Clear,Completed,
1478,Mumbai,2025-03-03,3,10,8,3.71,270.52,1.0,42,Yes,No,Clear,Completed,
1479,Delhi,2025-03-03,6,5,6,9.73,487.22,2.0,96,Yes,No,Clear,Completed,
1480,Mumbai,2025-03-03,1,4,5,22.71,659.46,1.5,25,Yes,Yes,Rain,Completed,
1481,Bengaluru,2025-03-03,17,3,2,23.15,236.26,1.5,83,Yes,Yes,Clear,Cancelled,System
1482,Mumbai,2025-03-03,13,1,7,2.11,728.09,1.0,66,No,No,Clear,Cancelled,Driver
1483,Hyderabad,2025-03-03,11,2,10,2.82,509.32,1.2,75,Yes,Yes,Heavy Rain,Completed,
1484,Delhi,2025-03-03,18,10,5,23.94,359.05,1.2,16,Yes,No,Clear,Cancelled,Driver
1485,Delhi,2025-03-03,5,4,6,22.29,147.48,1.5,56,Yes,Yes,Clear,Completed,
1486,Bengaluru,2025-03-03,6,5,8,22.16,159.35,1.0,41,Yes,No,Clear,Completed,
1487,Bengaluru,2025-03-03,8,10,1,17.16,138.21,1.0,20,Yes,Yes,Clear,Completed,
1488,Bengaluru,2025-03-03,11,3,4,4.07,421.79,1.2,41,Yes,Yes,Clear,Completed,
1489,Mumbai,2025-03-04,14,4,10,23.8,742.79,1.0,86,Yes,No,Clear,Cancelled,Driver
1490,Hyderabad,2025-03-04,4,1,3,18.14,339.11,1.0,75,Yes,Yes,Rain,Completed,
1491,Delhi,2025-03-04,0,9,8,15.71,512.74,2.0,51,Yes,Yes,Rain,Completed,
1492,Delhi,2025-03-04,11,6,4,12.43,601.72,1.2,46,Yes,Yes,Clear,Completed,
1493,Hyderabad,2025-03-04,9,4,9,18.73,289.69,2.0,36,Yes,Yes,Heavy Rain,Completed,
1494,Mumbai,2025-03-04,21,10,4,14.19,642.14,2.0,46,Yes,Yes,Rain,Completed,
1495,Bengaluru,2025-03-04,8,4,10,14.66,653.59,2.0,32,Yes,No,Clear,Completed,
1496,Hyderabad,2025-03-04,10,10,8,21.87,630.76,1.0,92,Yes,Yes,Clear,Completed,
1497,Hyderabad,2025-03-04,23,6,4,20.36,628.83,1.0,60,No,Yes,Clear,Cancelled,Driver
1498,Bengaluru,2025-03-04,13,1,7,6.87,569.39,2.0,98,Yes,No,Clear,Completed,
1499,Delhi,2025-03-04,16,10,8,20.99,374.61,2.0,36,No,Yes,Clear,Cancelled,Driver
1500,Bengaluru,2025-03-04,18,6,3,14.51,163.34,1.2,23,Yes,Yes,Clear,Completed,
1501,Bengaluru,2025-03-04,22,4,2,3.2,779.08,1.0,61,No,Yes,Heavy Rain,Cancelled,Rider
1502,Delhi,2025-03-04,21,10,6,11.94,747.21,2.0,38,Yes,No,Clear,Completed,
1503,Bengaluru,2025-03-04,13,8,3,13.31,132.76,1.2,28,Yes,No,Rain,Completed,
1504,Bengaluru,2025-03-04,5,7,9,2.93,159.46,1.2,22,Yes,No,Clear,Completed,
1505,Delhi,2025-03-04,20,8,1,18.29,667.05,1.2,87,Yes,No,Rain,Completed,
1506,Delhi,2025-03-04,18,10,7,9.38,290.7,1.5,73,Yes,No,Rain,Completed,
1507,Hyderabad,2025-03-04,11,7,8,14.91,566.8,1.0,61,No,Yes,Rain,Cancelled,System
1508,Bengaluru,2025-03-04,9,9,5,6.03,507.19,1.5,51,Yes,Yes,Clear,Completed,
1509,Hyderabad,2025-03-04,19,1,6,21.37,257.8,1.0,41,Yes,Yes,Clear,Completed,
1510,Hyderabad,2025-03-04,10,8,10,20.58,599.63,2.0,68,Yes,Yes,Rain,Completed,
1511,Bengaluru,2025-03-04,13,2,10,7.88,213.8,2.0,76,Yes,No,Heavy Rain,Completed,
1512,Bengaluru,2025-03-04,3,6,5,7.48,144.98,1.0,77,Yes,No,Clear,Completed,
1513,Hyderabad,2025-03-05,10,5,8,8.43,244.48,2.0,15,Yes,Yes,Clear,Cancelled,Rider
